visitor_id,visitor_type,device,traffic_source,add_to_cart,checkout_started,subscribed,revenue
V001159,new,mobile,organic_search,0,0,0,0.0
V001160,new,desktop,paid_social,0,0,0,0.0
V001161,new,desktop,email,0,0,0,0.0
V001162,new,desktop,direct,0,0,0,0.0
V001163,new,desktop,direct,0,0,0,0.0
V001164,new,mobile,paid_social,0,0,0,0.0
V001165,returning,desktop,paid_social,1,1,1,50.72
V001166,new,desktop,organic_search,0,0,0,0.0
V001167,new,mobile,paid_social,0,0,0,0.0
V001168,returning,mobile,email,0,0,0,0.0
V001169,new,mobile,email,0,0,0,0.0
V001170,new,mobile,direct,0,0,0,0.0
V001171,returning,mobile,direct,0,0,0,0.0
V001172,new,mobile,paid_social,0,0,0,0.0
V001173,new,mobile,email,0,0,0,0.0
V001174,new,mobile,direct,0,0,0,0.0
V001175,new,mobile,organic_search,0,0,0,0.0
V001176,returning,desktop,organic_search,0,0,0,0.0
V001177,returning,mobile,paid_social,1,1,1,48.81
V001178,returning,mobile,organic_search,0,0,0,0.0
V001179,returning,desktop,influencer,1,0,0,0.0
V001180,new,mobile,influencer,0,0,0,0.0
V001181,new,tablet,paid_social,0,0,0,0.0
V001182,returning,desktop,email,1,1,1,48.24
V001183,returning,mobile,email,0,0,0,0.0
V001184,new,mobile,organic_search,1,1,1,47.68
V001185,returning,desktop,email,0,0,0,0.0
V001186,new,mobile,direct,1,0,0,0.0
V001187,new,mobile,organic_search,0,0,0,0.0
V001188,new,desktop,organic_search,0,0,0,0.0
V001189,returning,mobile,email,0,0,0,0.0
V001190,new,mobile,direct,0,0,0,0.0
V001191,returning,desktop,paid_social,0,0,0,0.0
V001192,new,mobile,organic_search,0,0,0,0.0
V001193,returning,desktop,influencer,0,0,0,0.0
V001194,new,desktop,organic_search,0,0,0,0.0
V001195,new,mobile,paid_social,0,0,0,0.0
V001196,returning,desktop,email,0,0,0,0.0
V001197,returning,mobile,influencer,0,0,0,0.0
V001198,returning,desktop,influencer,0,0,0,0.0
V001199,returning,desktop,paid_social,0,0,0,0.0
V001200,returning,mobile,paid_social,0,0,0,0.0
V001201,returning,desktop,email,0,0,0,0.0
V001202,new,mobile,direct,0,0,0,0.0
V001203,returning,mobile,paid_social,0,0,0,0.0
V001204,new,desktop,email,0,0,0,0.0
V001205,new,mobile,direct,0,0,0,0.0
V001206,returning,mobile,paid_social,0,0,0,0.0
V001207,new,desktop,paid_social,0,0,0,0.0
V001208,new,mobile,organic_search,0,0,0,0.0
V001209,returning,mobile,organic_search,0,0,0,0.0
V001210,returning,mobile,paid_social,0,0,0,0.0
V001211,new,desktop,paid_social,0,0,0,0.0
V001212,new,mobile,influencer,1,1,1,47.43
V001213,new,mobile,organic_search,0,0,0,0.0
V001214,new,desktop,paid_social,0,0,0,0.0
V001215,returning,desktop,influencer,0,0,0,0.0
V001216,new,mobile,paid_social,0,0,0,0.0
V001217,returning,tablet,influencer,1,1,1,51.87
V001218,returning,desktop,paid_social,0,0,0,0.0
V001219,returning,desktop,organic_search,1,1,0,0.0
V001220,returning,mobile,email,0,0,0,0.0
V001221,returning,tablet,email,0,0,0,0.0
V001222,new,mobile,organic_search,0,0,0,0.0
V001223,returning,mobile,organic_search,0,0,0,0.0
V001224,new,mobile,organic_search,0,0,0,0.0
V001225,returning,mobile,organic_search,0,0,0,0.0
V001226,returning,mobile,influencer,0,0,0,0.0
V001227,returning,desktop,paid_social,0,0,0,0.0
V001228,new,desktop,paid_social,0,0,0,0.0
V001229,new,mobile,paid_social,0,0,0,0.0
V001230,returning,desktop,direct,0,0,0,0.0
V001231,returning,mobile,paid_social,1,1,1,49.59
V001232,new,mobile,direct,0,0,0,0.0
V001233,new,mobile,email,0,0,0,0.0
V001234,returning,desktop,direct,0,0,0,0.0
V001235,returning,mobile,organic_search,0,0,0,0.0
V001236,new,desktop,organic_search,0,0,0,0.0
V001237,new,mobile,paid_social,0,0,0,0.0
V001238,new,tablet,paid_social,0,0,0,0.0
V001239,new,mobile,email,0,0,0,0.0
V001240,new,tablet,paid_social,0,0,0,0.0
V001241,new,mobile,paid_social,1,1,1,52.73
V001242,returning,desktop,paid_social,0,0,0,0.0
V001243,returning,desktop,direct,0,0,0,0.0
V001244,new,desktop,paid_social,0,0,0,0.0
V001245,returning,mobile,paid_social,0,0,0,0.0
V001246,new,mobile,paid_social,0,0,0,0.0
V001247,new,mobile,organic_search,0,0,0,0.0
V001248,returning,mobile,organic_search,0,0,0,0.0
V001249,new,desktop,paid_social,0,0,0,0.0
V001250,new,mobile,email,0,0,0,0.0
V001251,returning,mobile,email,0,0,0,0.0
V001252,returning,desktop,organic_search,1,0,0,0.0
V001253,returning,desktop,organic_search,0,0,0,0.0
V001254,new,mobile,paid_social,0,0,0,0.0
V001255,returning,mobile,organic_search,0,0,0,0.0
V001256,new,desktop,influencer,0,0,0,0.0
V001257,new,tablet,direct,0,0,0,0.0
V001258,returning,mobile,email,1,1,0,0.0
V001259,new,mobile,organic_search,0,0,0,0.0
V001260,new,mobile,paid_social,0,0,0,0.0
V001261,new,mobile,paid_social,0,0,0,0.0
V001262,new,mobile,direct,0,0,0,0.0
V001263,returning,desktop,paid_social,0,0,0,0.0
V001264,returning,desktop,email,0,0,0,0.0
V001265,returning,mobile,email,0,0,0,0.0
V001266,new,mobile,email,0,0,0,0.0
V001267,new,desktop,organic_search,1,1,1,48.74
V001268,new,mobile,email,0,0,0,0.0
V001269,returning,desktop,direct,1,0,0,0.0
V001270,new,mobile,email,0,0,0,0.0
V001271,new,mobile,email,1,1,1,47.36
V001272,new,desktop,organic_search,0,0,0,0.0
V001273,returning,mobile,organic_search,0,0,0,0.0
V001274,new,mobile,organic_search,0,0,0,0.0
V001275,returning,mobile,organic_search,0,0,0,0.0
V001276,new,mobile,influencer,0,0,0,0.0
V001277,new,desktop,paid_social,0,0,0,0.0
V001278,returning,mobile,paid_social,1,1,1,50.16
V001279,new,mobile,organic_search,0,0,0,0.0
V001280,returning,desktop,paid_social,0,0,0,0.0
V001281,returning,desktop,organic_search,0,0,0,0.0
V001282,new,mobile,paid_social,0,0,0,0.0
V001283,new,desktop,organic_search,0,0,0,0.0
V001284,returning,mobile,direct,1,0,0,0.0
V001285,new,desktop,direct,0,0,0,0.0
V001286,returning,mobile,paid_social,0,0,0,0.0
V001287,new,desktop,influencer,0,0,0,0.0
V001288,new,mobile,influencer,0,0,0,0.0
V001289,returning,mobile,paid_social,0,0,0,0.0
V001290,new,mobile,paid_social,0,0,0,0.0
V001291,returning,desktop,influencer,1,0,0,0.0
V001292,new,mobile,organic_search,0,0,0,0.0
V001293,new,tablet,email,0,0,0,0.0
V001294,new,mobile,direct,0,0,0,0.0
V001295,new,mobile,organic_search,0,0,0,0.0
V001296,returning,mobile,organic_search,1,1,0,0.0
V001297,new,mobile,direct,0,0,0,0.0
V001298,new,mobile,organic_search,0,0,0,0.0
V001299,new,mobile,email,0,0,0,0.0
V001300,returning,desktop,paid_social,0,0,0,0.0
V001301,returning,desktop,email,0,0,0,0.0
V001302,new,desktop,paid_social,0,0,0,0.0
V001303,new,desktop,paid_social,1,1,1,53.05
V001304,returning,mobile,organic_search,0,0,0,0.0
V001305,returning,mobile,paid_social,0,0,0,0.0
V001306,new,mobile,influencer,0,0,0,0.0
V001307,returning,desktop,direct,1,1,1,49.03
V001308,new,mobile,influencer,0,0,0,0.0
V001309,returning,desktop,organic_search,0,0,0,0.0
V001310,returning,tablet,organic_search,0,0,0,0.0
V001311,new,mobile,direct,0,0,0,0.0
V001312,returning,mobile,influencer,0,0,0,0.0
V001313,new,mobile,paid_social,0,0,0,0.0
V001314,returning,desktop,email,0,0,0,0.0
V001315,returning,tablet,organic_search,0,0,0,0.0
V001316,new,mobile,email,0,0,0,0.0
V001317,new,desktop,organic_search,0,0,0,0.0
V001318,new,desktop,organic_search,1,1,1,46.77
V001319,returning,mobile,paid_social,0,0,0,0.0
V001320,new,mobile,organic_search,0,0,0,0.0
V001321,returning,mobile,organic_search,0,0,0,0.0
V001322,new,mobile,influencer,0,0,0,0.0
V001323,returning,mobile,direct,0,0,0,0.0
V001324,new,mobile,paid_social,1,1,1,54.49
V001325,returning,desktop,email,1,1,1,47.47
V001326,new,desktop,organic_search,0,0,0,0.0
V001327,new,mobile,paid_social,0,0,0,0.0
V001328,new,mobile,direct,0,0,0,0.0
V001329,new,mobile,organic_search,0,0,0,0.0
V001330,returning,mobile,paid_social,0,0,0,0.0
V001331,new,mobile,organic_search,0,0,0,0.0
V001332,new,desktop,influencer,0,0,0,0.0
V001333,new,mobile,organic_search,1,1,1,52.53
V001334,new,desktop,organic_search,0,0,0,0.0
V001335,new,mobile,influencer,0,0,0,0.0
V001336,new,desktop,paid_social,0,0,0,0.0
V001337,new,desktop,paid_social,0,0,0,0.0
V001338,new,desktop,organic_search,0,0,0,0.0
V001339,new,tablet,paid_social,0,0,0,0.0
V001340,returning,mobile,organic_search,0,0,0,0.0
V001341,new,mobile,organic_search,0,0,0,0.0
V001342,returning,mobile,email,0,0,0,0.0
V001343,new,mobile,paid_social,0,0,0,0.0
V001344,returning,mobile,paid_social,0,0,0,0.0
V001345,new,tablet,paid_social,0,0,0,0.0
V001346,returning,desktop,paid_social,0,0,0,0.0
V001347,new,mobile,organic_search,0,0,0,0.0
V001348,new,mobile,email,0,0,0,0.0
V001349,new,desktop,paid_social,0,0,0,0.0
V001350,returning,desktop,paid_social,0,0,0,0.0
V001351,new,desktop,influencer,0,0,0,0.0
V001352,new,tablet,paid_social,0,0,0,0.0
V001353,returning,desktop,organic_search,0,0,0,0.0
V001354,new,desktop,influencer,0,0,0,0.0
V001355,new,desktop,email,0,0,0,0.0
V001356,new,mobile,organic_search,0,0,0,0.0
V001357,new,mobile,direct,0,0,0,0.0
V001358,returning,mobile,organic_search,0,0,0,0.0
V001359,new,desktop,email,0,0,0,0.0
V001360,new,desktop,organic_search,0,0,0,0.0
V001361,returning,desktop,direct,0,0,0,0.0
V001362,returning,mobile,paid_social,0,0,0,0.0
V001363,new,mobile,paid_social,0,0,0,0.0
V001364,new,mobile,organic_search,1,1,1,45.38
V001365,returning,tablet,organic_search,0,0,0,0.0
V001366,new,mobile,direct,1,1,1,50.16
V001367,new,desktop,email,0,0,0,0.0
V001368,new,desktop,paid_social,0,0,0,0.0
V001369,returning,mobile,direct,0,0,0,0.0
V001370,new,mobile,direct,0,0,0,0.0
V001371,returning,desktop,organic_search,1,1,1,49.93
V001372,new,mobile,organic_search,1,1,1,50.7
V001373,new,mobile,organic_search,1,1,1,46.78
V001374,new,desktop,organic_search,0,0,0,0.0
V001375,returning,desktop,email,0,0,0,0.0
V001376,new,mobile,paid_social,1,1,1,46.96
V001377,new,mobile,email,0,0,0,0.0
V001378,new,tablet,direct,1,0,0,0.0
V001379,returning,mobile,influencer,0,0,0,0.0
V001380,new,mobile,paid_social,0,0,0,0.0
V001381,new,desktop,organic_search,0,0,0,0.0
V001382,new,desktop,organic_search,0,0,0,0.0
V001383,new,mobile,direct,0,0,0,0.0
V001384,new,mobile,influencer,0,0,0,0.0
V001385,new,desktop,paid_social,0,0,0,0.0
V001386,new,mobile,direct,1,1,1,48.76
V001387,new,mobile,organic_search,0,0,0,0.0
V001388,new,mobile,paid_social,0,0,0,0.0
V001389,new,tablet,direct,0,0,0,0.0
V001390,returning,mobile,direct,0,0,0,0.0
V001391,new,desktop,organic_search,1,1,1,50.76
V001392,new,mobile,organic_search,0,0,0,0.0
V001393,returning,desktop,paid_social,0,0,0,0.0
V001394,returning,mobile,organic_search,0,0,0,0.0
V001395,returning,tablet,paid_social,1,0,0,0.0
V001396,returning,mobile,email,0,0,0,0.0
V001397,new,desktop,organic_search,0,0,0,0.0
V001398,new,mobile,influencer,0,0,0,0.0
V001399,new,mobile,paid_social,0,0,0,0.0
V001400,new,desktop,paid_social,0,0,0,0.0
V001401,new,mobile,paid_social,0,0,0,0.0
V001402,returning,mobile,organic_search,0,0,0,0.0
V001403,returning,mobile,paid_social,0,0,0,0.0
V001404,new,mobile,organic_search,0,0,0,0.0
V001405,returning,desktop,organic_search,0,0,0,0.0
V001406,new,desktop,organic_search,1,0,0,0.0
V001407,new,mobile,email,0,0,0,0.0
V001408,new,desktop,influencer,0,0,0,0.0
V001409,returning,desktop,direct,0,0,0,0.0
V001410,new,desktop,organic_search,0,0,0,0.0
V001411,new,mobile,direct,0,0,0,0.0
V001412,new,desktop,direct,0,0,0,0.0
V001413,new,desktop,organic_search,0,0,0,0.0
V001414,new,tablet,direct,0,0,0,0.0
V001415,returning,mobile,email,0,0,0,0.0
V001416,new,mobile,paid_social,0,0,0,0.0
V001417,returning,mobile,paid_social,0,0,0,0.0
V001418,new,mobile,influencer,0,0,0,0.0
V001419,returning,mobile,organic_search,0,0,0,0.0
V001420,returning,mobile,direct,0,0,0,0.0
V001421,returning,mobile,direct,0,0,0,0.0
V001422,returning,mobile,organic_search,1,1,1,49.68
V001423,returning,desktop,paid_social,0,0,0,0.0
V001424,new,mobile,email,0,0,0,0.0
V001425,new,tablet,email,0,0,0,0.0
V001426,returning,mobile,paid_social,0,0,0,0.0
V001427,returning,mobile,paid_social,0,0,0,0.0
V001428,returning,mobile,influencer,0,0,0,0.0
V001429,new,mobile,paid_social,1,1,1,51.62
V001430,new,mobile,organic_search,0,0,0,0.0
V001431,returning,desktop,paid_social,0,0,0,0.0
V001432,new,mobile,paid_social,0,0,0,0.0
V001433,returning,mobile,paid_social,0,0,0,0.0
V001434,new,mobile,organic_search,0,0,0,0.0
V001435,new,mobile,paid_social,0,0,0,0.0
V001436,returning,mobile,influencer,0,0,0,0.0
V001437,new,desktop,email,0,0,0,0.0
V001438,new,mobile,influencer,0,0,0,0.0
V001439,new,mobile,direct,1,0,0,0.0
V001440,returning,mobile,email,0,0,0,0.0
V001441,returning,mobile,direct,0,0,0,0.0
V001442,returning,desktop,paid_social,1,1,0,0.0
V001443,new,mobile,organic_search,0,0,0,0.0
V001444,returning,mobile,paid_social,0,0,0,0.0
V001445,new,mobile,direct,0,0,0,0.0
V001446,returning,tablet,paid_social,0,0,0,0.0
V001447,new,desktop,paid_social,0,0,0,0.0
V001448,returning,mobile,organic_search,1,1,1,47.96
V001449,new,desktop,paid_social,0,0,0,0.0
V001450,new,mobile,email,0,0,0,0.0
V001451,returning,mobile,direct,0,0,0,0.0
V001452,new,desktop,paid_social,0,0,0,0.0
V001453,returning,desktop,organic_search,0,0,0,0.0
V001454,returning,mobile,email,0,0,0,0.0
V001455,returning,desktop,influencer,0,0,0,0.0
V001456,returning,desktop,paid_social,0,0,0,0.0
V001457,returning,desktop,organic_search,0,0,0,0.0
V001458,new,desktop,organic_search,0,0,0,0.0
V001459,returning,desktop,direct,0,0,0,0.0
V001460,new,mobile,organic_search,0,0,0,0.0
V001461,new,desktop,email,0,0,0,0.0
V001462,returning,desktop,direct,0,0,0,0.0
V001463,new,desktop,paid_social,0,0,0,0.0
V001464,new,desktop,paid_social,0,0,0,0.0
V001465,returning,mobile,email,0,0,0,0.0
V001466,new,desktop,paid_social,0,0,0,0.0
V001467,returning,desktop,direct,0,0,0,0.0
V001468,returning,mobile,organic_search,0,0,0,0.0
V001469,returning,mobile,influencer,0,0,0,0.0
V001470,new,desktop,paid_social,0,0,0,0.0
V001471,returning,mobile,organic_search,0,0,0,0.0
V001472,returning,mobile,organic_search,1,1,1,49.31
V001473,new,mobile,organic_search,0,0,0,0.0
V001474,returning,desktop,paid_social,0,0,0,0.0
V001475,returning,desktop,influencer,0,0,0,0.0
V001476,new,tablet,organic_search,0,0,0,0.0
V001477,returning,mobile,direct,1,1,1,51.02
V001478,returning,desktop,direct,0,0,0,0.0
V001479,new,desktop,direct,0,0,0,0.0
V001480,returning,mobile,email,1,0,0,0.0
V001481,returning,mobile,paid_social,0,0,0,0.0
V001482,returning,desktop,organic_search,0,0,0,0.0
V001483,new,mobile,organic_search,0,0,0,0.0
V001484,new,desktop,organic_search,0,0,0,0.0
V001485,new,desktop,direct,0,0,0,0.0
V001486,new,mobile,email,0,0,0,0.0
V001487,new,desktop,organic_search,0,0,0,0.0
V001488,new,mobile,email,0,0,0,0.0
V001489,new,mobile,organic_search,0,0,0,0.0
V001490,new,desktop,influencer,0,0,0,0.0
V001491,new,mobile,paid_social,0,0,0,0.0
V001492,new,mobile,paid_social,0,0,0,0.0
V001493,returning,mobile,organic_search,0,0,0,0.0
V001494,new,mobile,direct,0,0,0,0.0
V001495,new,mobile,direct,0,0,0,0.0
V001496,returning,mobile,email,0,0,0,0.0
V001497,returning,mobile,organic_search,1,1,1,49.72
V001498,new,tablet,direct,0,0,0,0.0
V001499,returning,desktop,organic_search,0,0,0,0.0
V001500,new,mobile,email,0,0,0,0.0
V001501,returning,mobile,paid_social,1,1,1,53.2
V001502,new,desktop,influencer,0,0,0,0.0
V001503,returning,desktop,email,0,0,0,0.0
V001504,new,mobile,email,0,0,0,0.0
V001505,new,desktop,direct,0,0,0,0.0
V001506,new,mobile,influencer,0,0,0,0.0
V001507,new,mobile,email,0,0,0,0.0
V001508,new,desktop,organic_search,0,0,0,0.0
V001509,returning,mobile,email,0,0,0,0.0
V001510,new,desktop,paid_social,0,0,0,0.0
V001511,new,desktop,organic_search,0,0,0,0.0
V001512,new,mobile,direct,0,0,0,0.0
V001513,returning,mobile,direct,0,0,0,0.0
V001514,returning,mobile,direct,0,0,0,0.0
V001515,new,mobile,paid_social,0,0,0,0.0
V001516,new,mobile,organic_search,0,0,0,0.0
V001517,returning,mobile,direct,0,0,0,0.0
V001518,new,mobile,direct,0,0,0,0.0
V001519,new,mobile,influencer,0,0,0,0.0
V001520,new,mobile,email,0,0,0,0.0
V001521,new,desktop,influencer,0,0,0,0.0
V001522,new,mobile,direct,0,0,0,0.0
V001523,returning,mobile,paid_social,1,1,1,50.66
V001524,returning,mobile,direct,0,0,0,0.0
V001525,returning,mobile,organic_search,0,0,0,0.0
V001526,returning,desktop,direct,0,0,0,0.0
V001527,new,mobile,paid_social,0,0,0,0.0
V001528,new,tablet,direct,0,0,0,0.0
V001529,new,mobile,organic_search,0,0,0,0.0
V001530,new,mobile,organic_search,0,0,0,0.0
V001531,new,desktop,direct,0,0,0,0.0
V001532,new,mobile,paid_social,0,0,0,0.0
V001533,returning,mobile,paid_social,0,0,0,0.0
V001534,new,mobile,paid_social,0,0,0,0.0
V001535,new,desktop,influencer,0,0,0,0.0
V001536,new,mobile,paid_social,0,0,0,0.0
V001537,returning,mobile,organic_search,0,0,0,0.0
V001538,new,mobile,organic_search,0,0,0,0.0
V001539,new,desktop,paid_social,0,0,0,0.0
V001540,new,tablet,email,0,0,0,0.0
V001541,new,mobile,email,0,0,0,0.0
V001542,returning,mobile,organic_search,0,0,0,0.0
V001543,returning,mobile,email,0,0,0,0.0
V001544,new,desktop,organic_search,0,0,0,0.0
V001545,new,tablet,organic_search,0,0,0,0.0
V001546,returning,tablet,organic_search,0,0,0,0.0
V001547,returning,mobile,direct,0,0,0,0.0
V001548,new,mobile,influencer,1,1,0,0.0
V001549,new,desktop,direct,0,0,0,0.0
V001550,new,mobile,paid_social,1,1,0,0.0
V001551,new,desktop,paid_social,0,0,0,0.0
V001552,returning,mobile,organic_search,0,0,0,0.0
V001553,new,mobile,paid_social,0,0,0,0.0
V001554,new,mobile,paid_social,0,0,0,0.0
V001555,returning,tablet,paid_social,0,0,0,0.0
V001556,new,mobile,organic_search,1,0,0,0.0
V001557,new,tablet,paid_social,0,0,0,0.0
V001558,new,mobile,direct,0,0,0,0.0
V001559,new,desktop,organic_search,0,0,0,0.0
V001560,returning,mobile,organic_search,0,0,0,0.0
V001561,returning,desktop,influencer,0,0,0,0.0
V001562,new,desktop,email,0,0,0,0.0
V001563,new,desktop,email,0,0,0,0.0
V001564,new,mobile,paid_social,0,0,0,0.0
V001565,returning,mobile,organic_search,0,0,0,0.0
V001566,returning,tablet,organic_search,0,0,0,0.0
V001567,returning,desktop,organic_search,1,1,1,50.36
V001568,returning,mobile,direct,0,0,0,0.0
V001569,returning,mobile,direct,1,1,1,52.58
V001570,new,desktop,organic_search,1,0,0,0.0
V001571,returning,mobile,direct,1,1,1,55.06
V001572,new,desktop,email,0,0,0,0.0
V001573,returning,mobile,organic_search,0,0,0,0.0
V001574,returning,mobile,paid_social,0,0,0,0.0
V001575,new,desktop,organic_search,0,0,0,0.0
V001576,new,mobile,organic_search,0,0,0,0.0
V001577,returning,desktop,direct,0,0,0,0.0
V001578,returning,mobile,paid_social,0,0,0,0.0
V001579,returning,mobile,paid_social,0,0,0,0.0
V001580,new,mobile,paid_social,0,0,0,0.0
V001581,new,mobile,paid_social,0,0,0,0.0
V001582,new,mobile,email,1,1,1,55.05
V001583,returning,mobile,direct,0,0,0,0.0
V001584,new,mobile,organic_search,0,0,0,0.0
V001585,returning,desktop,email,0,0,0,0.0
V001586,returning,mobile,organic_search,1,0,0,0.0
V001587,new,mobile,direct,1,1,0,0.0
V001588,returning,tablet,email,0,0,0,0.0
V001589,new,mobile,direct,1,1,1,53.19
V001590,new,mobile,direct,0,0,0,0.0
V001591,new,desktop,email,0,0,0,0.0
V001592,new,mobile,organic_search,0,0,0,0.0
V001593,new,desktop,paid_social,0,0,0,0.0
V001594,returning,mobile,paid_social,1,1,0,0.0
V001595,new,mobile,paid_social,0,0,0,0.0
V001596,new,desktop,direct,0,0,0,0.0
V001597,returning,mobile,organic_search,0,0,0,0.0
V001598,returning,desktop,email,0,0,0,0.0
V001599,new,mobile,email,0,0,0,0.0
V001600,new,desktop,organic_search,0,0,0,0.0
V001601,returning,mobile,paid_social,1,1,1,47.84
V001602,new,mobile,paid_social,0,0,0,0.0
V001603,returning,mobile,influencer,0,0,0,0.0
V001604,new,mobile,direct,0,0,0,0.0
V001605,new,mobile,email,0,0,0,0.0
V001606,new,mobile,direct,0,0,0,0.0
V001607,new,mobile,direct,0,0,0,0.0
V001608,new,mobile,paid_social,0,0,0,0.0
V001609,returning,tablet,paid_social,1,1,1,50.28
V001610,returning,desktop,email,0,0,0,0.0
V001611,new,desktop,direct,0,0,0,0.0
V001612,returning,mobile,direct,1,1,0,0.0
V001613,returning,mobile,paid_social,0,0,0,0.0
V001614,returning,mobile,direct,0,0,0,0.0
V001615,new,mobile,direct,0,0,0,0.0
V001616,new,desktop,paid_social,0,0,0,0.0
V001617,returning,mobile,paid_social,0,0,0,0.0
V001618,returning,mobile,direct,0,0,0,0.0
V001619,new,desktop,organic_search,1,1,1,53.65
V001620,new,mobile,paid_social,0,0,0,0.0
V001621,new,desktop,direct,1,1,0,0.0
V001622,new,mobile,influencer,0,0,0,0.0
V001623,new,desktop,email,0,0,0,0.0
V001624,returning,mobile,email,0,0,0,0.0
V001625,returning,desktop,paid_social,1,1,1,49.64
V001626,new,mobile,organic_search,0,0,0,0.0
V001627,new,desktop,organic_search,0,0,0,0.0
V001628,new,mobile,email,0,0,0,0.0
V001629,returning,mobile,email,0,0,0,0.0
V001630,returning,tablet,paid_social,1,0,0,0.0
V001631,new,mobile,paid_social,0,0,0,0.0
V001632,returning,mobile,paid_social,0,0,0,0.0
V001633,returning,mobile,paid_social,0,0,0,0.0
V001634,new,desktop,direct,0,0,0,0.0
V001635,returning,mobile,organic_search,0,0,0,0.0
V001636,new,desktop,organic_search,0,0,0,0.0
V001637,returning,desktop,paid_social,1,1,1,47.28
V001638,returning,mobile,paid_social,0,0,0,0.0
V001639,returning,desktop,organic_search,1,1,1,52.29
V001640,returning,mobile,organic_search,1,1,1,52.53
V001641,returning,desktop,direct,0,0,0,0.0
V001642,new,mobile,influencer,0,0,0,0.0
V001643,new,mobile,organic_search,0,0,0,0.0
V001644,returning,mobile,organic_search,0,0,0,0.0
V001645,new,mobile,influencer,0,0,0,0.0
V001646,new,mobile,influencer,0,0,0,0.0
V001647,new,desktop,email,0,0,0,0.0
V001648,new,mobile,organic_search,0,0,0,0.0
V001649,new,mobile,paid_social,0,0,0,0.0
V001650,new,desktop,paid_social,0,0,0,0.0
V001651,new,mobile,organic_search,1,1,0,0.0
V001652,returning,mobile,email,0,0,0,0.0
V001653,new,mobile,organic_search,0,0,0,0.0
V001654,returning,desktop,paid_social,1,1,1,49.51
V001655,new,tablet,email,0,0,0,0.0
V001656,new,mobile,paid_social,0,0,0,0.0
V001657,returning,mobile,paid_social,0,0,0,0.0
V001658,new,tablet,paid_social,0,0,0,0.0
V001659,new,desktop,paid_social,0,0,0,0.0
V001660,new,mobile,direct,0,0,0,0.0
V001661,returning,desktop,paid_social,0,0,0,0.0
V001662,new,mobile,organic_search,0,0,0,0.0
V001663,new,mobile,influencer,1,0,0,0.0
V001664,new,mobile,email,0,0,0,0.0
V001665,returning,mobile,organic_search,1,1,1,51.58
V001666,new,mobile,paid_social,0,0,0,0.0
V001667,new,mobile,paid_social,0,0,0,0.0
V001668,returning,desktop,email,0,0,0,0.0
V001669,returning,mobile,organic_search,0,0,0,0.0
V001670,new,tablet,direct,0,0,0,0.0
V001671,returning,desktop,influencer,0,0,0,0.0
V001672,new,desktop,email,0,0,0,0.0
V001673,returning,tablet,direct,0,0,0,0.0
V001674,new,mobile,organic_search,0,0,0,0.0
V001675,returning,mobile,direct,0,0,0,0.0
V001676,returning,mobile,organic_search,0,0,0,0.0
V001677,new,desktop,email,0,0,0,0.0
V001678,returning,mobile,direct,0,0,0,0.0
V001679,new,desktop,paid_social,0,0,0,0.0
V001680,new,desktop,paid_social,1,1,1,51.99
V001681,new,mobile,organic_search,0,0,0,0.0
V001682,returning,mobile,organic_search,0,0,0,0.0
V001683,new,mobile,direct,0,0,0,0.0
V001684,new,desktop,direct,0,0,0,0.0
V001685,new,mobile,email,0,0,0,0.0
V001686,new,desktop,direct,0,0,0,0.0
V001687,new,mobile,influencer,0,0,0,0.0
V001688,returning,tablet,direct,0,0,0,0.0
V001689,new,desktop,influencer,0,0,0,0.0
V001690,new,mobile,email,0,0,0,0.0
V001691,new,tablet,organic_search,0,0,0,0.0
V001692,new,mobile,influencer,0,0,0,0.0
V001693,new,desktop,email,0,0,0,0.0
V001694,new,mobile,influencer,0,0,0,0.0
V001695,returning,mobile,direct,1,1,1,50.39
V001696,new,tablet,paid_social,1,1,0,0.0
V001697,new,mobile,influencer,0,0,0,0.0
V001698,returning,mobile,paid_social,1,1,1,49.82
V001699,new,desktop,paid_social,0,0,0,0.0
V001700,returning,tablet,paid_social,0,0,0,0.0
V001701,returning,desktop,direct,0,0,0,0.0
V001702,new,desktop,organic_search,0,0,0,0.0
V001703,returning,desktop,email,0,0,0,0.0
V001704,returning,mobile,direct,0,0,0,0.0
V001705,new,mobile,influencer,0,0,0,0.0
V001706,new,mobile,paid_social,0,0,0,0.0
V001707,new,desktop,paid_social,0,0,0,0.0
V001708,returning,desktop,influencer,1,1,1,50.26
V001709,returning,mobile,direct,0,0,0,0.0
V001710,new,mobile,paid_social,0,0,0,0.0
V001711,new,mobile,email,0,0,0,0.0
V001712,returning,mobile,organic_search,0,0,0,0.0
V001713,returning,mobile,paid_social,0,0,0,0.0
V001714,returning,mobile,paid_social,1,1,1,49.25
V001715,returning,mobile,email,1,1,1,52.65
V001716,returning,tablet,paid_social,0,0,0,0.0
V001717,returning,tablet,organic_search,0,0,0,0.0
V001718,new,mobile,organic_search,0,0,0,0.0
V001719,new,mobile,direct,0,0,0,0.0
V001720,returning,mobile,email,1,0,0,0.0
V001721,new,mobile,paid_social,0,0,0,0.0
V001722,new,desktop,organic_search,0,0,0,0.0
V001723,new,mobile,paid_social,0,0,0,0.0
V001724,new,tablet,paid_social,0,0,0,0.0
V001725,new,mobile,organic_search,0,0,0,0.0
V001726,returning,mobile,paid_social,0,0,0,0.0
V001727,returning,mobile,paid_social,0,0,0,0.0
V001728,new,desktop,paid_social,0,0,0,0.0
